номер_операции,код_месторождения,наименование_месторождения,номер_скважины,дата_начала,дата_окончания,глубина_план_м,глубина_факт_м,длительность_дней,код_статьи,план_тыс_тнг,факт_тыс_тнг,отклонение_тыс_тнг,год,месяц,квартал,отклонение_пцт,наименование_статьи
ОП-2018-000174,МСТ-005,Харасан,СКВ-00174,2018-03-13,2018-03-23,450.2,437.2,10,ЗТР-01,910.14,1062.67,152.53,2018,3,Q1,16.8,ГСМ и топливо
ОП-2018-000174,МСТ-005,Харасан,СКВ-00174,2018-03-13,2018-03-23,450.2,437.2,10,ЗТР-09,207.71,241.87,34.16,2018,3,Q1,16.4,Прочие расходы
ОП-2018-000174,МСТ-005,Харасан,СКВ-00174,2018-03-13,2018-03-23,450.2,437.2,10,ЗТР-06,636.3,747.88,111.58,2018,3,Q1,17.5,Подрядные работы
ОП-2018-000188,МСТ-007,Канжуган,СКВ-00188,2018-03-14,2018-03-28,561.4,535.3,14,ЗТР-07,706.08,825.41,119.33,2018,3,Q1,16.9,Электроэнергия
ОП-2018-000206,МСТ-011,Северный Харасан,СКВ-00206,2018-03-14,2018-03-18,202.3,210.9,4,ЗТР-04,661.84,765.21,103.37,2018,3,Q1,15.6,Транспорт и логистика
ОП-2018-000154,МСТ-002,Буденовское,СКВ-00154,2018-03-14,2018-03-24,398.2,365.9,10,ЗТР-03,1594.47,1846.51,252.04,2018,3,Q1,15.8,Материалы и запчасти
ОП-2018-000162,МСТ-003,Акдала,СКВ-00162,2018-03-15,2018-03-26,383.4,417.2,11,ЗТР-07,479.31,556.7,77.39,2018,3,Q1,16.1,Электроэнергия
ОП-2018-000162,МСТ-003,Акдала,СКВ-00162,2018-03-15,2018-03-26,383.4,417.2,11,ЗТР-02,3123.45,3615.14,491.69,2018,3,Q1,15.7,Заработная плата
ОП-2018-000153,МСТ-002,Буденовское,СКВ-00153,2018-03-15,2018-03-23,320.5,349.7,8,ЗТР-01,1626.5,1906.79,280.29,2018,3,Q1,17.2,ГСМ и топливо
ОП-2018-000153,МСТ-002,Буденовское,СКВ-00153,2018-03-15,2018-03-23,320.5,349.7,8,ЗТР-08,128.07,148.96,20.89,2018,3,Q1,16.3,Охрана труда и ТБ
ОП-2018-000168,МСТ-004,Южный Инкай,СКВ-00168,2018-03-16,2018-03-27,578.5,619.2,11,ЗТР-02,2083.56,2436.58,353.02,2018,3,Q1,16.9,Заработная плата
ОП-2018-000168,МСТ-004,Южный Инкай,СКВ-00168,2018-03-16,2018-03-27,578.5,619.2,11,ЗТР-06,2008.66,2361.66,353.0,2018,3,Q1,17.6,Подрядные работы
ОП-2018-000155,МСТ-002,Буденовское,СКВ-00155,2018-03-16,2018-03-22,244.1,257.9,6,ЗТР-05,773.9,907.2,133.3,2018,3,Q1,17.2,Амортизация оборудования
ОП-2018-000181,МСТ-006,Мынкудук,СКВ-00181,2018-03-19,2018-04-03,758.5,822.2,15,ЗТР-03,3736.56,4307.54,570.98,2018,3,Q1,15.3,Материалы и запчасти
ОП-2018-000180,МСТ-006,Мынкудук,СКВ-00180,2018-03-19,2018-04-04,809.1,762.4,16,ЗТР-08,160.81,185.29,24.48,2018,3,Q1,15.2,Охрана труда и ТБ
ОП-2018-000180,МСТ-006,Мынкудук,СКВ-00180,2018-03-19,2018-04-04,809.1,762.4,16,ЗТР-07,1566.28,1806.97,240.69,2018,3,Q1,15.4,Электроэнергия
ОП-2018-000180,МСТ-006,Мынкудук,СКВ-00180,2018-03-19,2018-04-04,809.1,762.4,16,ЗТР-06,1583.41,1826.45,243.04,2018,3,Q1,15.3,Подрядные работы
ОП-2018-000160,МСТ-003,Акдала,СКВ-00160,2018-03-20,2018-04-09,826.8,860.5,20,ЗТР-01,1849.21,2131.69,282.48,2018,3,Q1,15.3,ГСМ и топливо
ОП-2018-000158,МСТ-003,Акдала,СКВ-00158,2018-03-20,2018-03-29,558.2,560.1,9,ЗТР-09,188.38,220.0,31.62,2018,3,Q1,16.8,Прочие расходы
ОП-2018-000212,МСТ-012,Заречное,СКВ-00212,2018-03-21,2018-04-03,639.1,647.0,13,ЗТР-01,1269.75,1490.41,220.66,2018,3,Q1,17.4,ГСМ и топливо
ОП-2018-000201,МСТ-009,Ирколь,СКВ-00201,2018-03-21,2018-04-06,724.5,671.5,16,ЗТР-06,2324.29,2723.22,398.93,2018,3,Q1,17.2,Подрядные работы
ОП-2018-000213,МСТ-012,Заречное,СКВ-00213,2018-03-21,2018-04-04,557.9,597.6,14,ЗТР-04,1061.67,1248.59,186.92,2018,3,Q1,17.6,Транспорт и логистика
ОП-2018-000184,МСТ-006,Мынкудук,СКВ-00184,2018-03-22,2018-03-30,421.7,419.4,8,ЗТР-06,726.49,853.13,126.64,2018,3,Q1,17.4,Подрядные работы
ОП-2018-000184,МСТ-006,Мынкудук,СКВ-00184,2018-03-22,2018-03-30,421.7,419.4,8,ЗТР-07,231.25,271.94,40.69,2018,3,Q1,17.6,Электроэнергия
ОП-2018-000207,МСТ-012,Заречное,СКВ-00207,2018-03-22,2018-04-05,613.3,672.6,14,ЗТР-06,1253.01,1456.67,203.66,2018,3,Q1,16.3,Подрядные работы
ОП-2018-000214,МСТ-012,Заречное,СКВ-00214,2018-03-22,2018-04-03,493.6,502.1,12,ЗТР-09,313.21,360.47,47.26,2018,3,Q1,15.1,Прочие расходы
ОП-2018-000145,МСТ-001,Инкай,СКВ-00145,2018-03-22,2018-04-09,604.5,570.1,18,ЗТР-06,898.09,1033.65,135.56,2018,3,Q1,15.1,Подрядные работы
ОП-2018-000145,МСТ-001,Инкай,СКВ-00145,2018-03-22,2018-04-09,604.5,570.1,18,ЗТР-01,3634.3,4228.41,594.11,2018,3,Q1,16.3,ГСМ и топливо
ОП-2018-000214,МСТ-012,Заречное,СКВ-00214,2018-03-22,2018-04-03,493.6,502.1,12,ЗТР-05,1113.1,1291.65,178.55,2018,3,Q1,16.0,Амортизация оборудования
ОП-2018-000163,МСТ-003,Акдала,СКВ-00163,2018-03-23,2018-04-05,811.4,765.4,13,ЗТР-05,1821.47,2138.28,316.81,2018,3,Q1,17.4,Амортизация оборудования
ОП-2018-000183,МСТ-006,Мынкудук,СКВ-00183,2018-03-24,2018-04-02,538.1,518.1,9,ЗТР-03,1047.46,1215.36,167.9,2018,3,Q1,16.0,Материалы и запчасти
ОП-2018-000176,МСТ-005,Харасан,СКВ-00176,2018-03-24,2018-04-09,738.3,672.0,16,ЗТР-04,1227.04,1435.42,208.38,2018,3,Q1,17.0,Транспорт и логистика
ОП-2018-000183,МСТ-006,Мынкудук,СКВ-00183,2018-03-24,2018-04-02,538.1,518.1,9,ЗТР-01,2800.88,3291.94,491.06,2018,3,Q1,17.5,ГСМ и топливо
ОП-2018-000185,МСТ-006,Мынкудук,СКВ-00185,2018-03-25,2018-04-10,868.8,831.1,16,ЗТР-08,801.72,943.05,141.33,2018,3,Q1,17.6,Охрана труда и ТБ
ОП-2018-000203,МСТ-011,Северный Харасан,СКВ-00203,2018-03-25,2018-04-02,436.5,408.6,8,ЗТР-07,229.44,267.94,38.5,2018,3,Q1,16.8,Электроэнергия
ОП-2018-000202,МСТ-009,Ирколь,СКВ-00202,2018-03-25,2018-04-06,754.1,692.2,12,ЗТР-03,3126.5,3641.88,515.38,2018,3,Q1,16.5,Материалы и запчасти
ОП-2018-000186,МСТ-006,Мынкудук,СКВ-00186,2018-03-26,2018-04-03,441.0,450.1,8,ЗТР-06,749.69,865.11,115.42,2018,3,Q1,15.4,Подрядные работы
ОП-2018-000210,МСТ-012,Заречное,СКВ-00210,2018-03-27,2018-04-11,538.0,565.2,15,ЗТР-01,2022.86,2336.04,313.18,2018,3,Q1,15.5,ГСМ и топливо
ОП-2018-000150,МСТ-001,Инкай,СКВ-00150,2018-03-28,2018-04-09,580.2,642.4,12,ЗТР-06,2096.42,2442.02,345.6,2018,3,Q1,16.5,Подрядные работы
ОП-2018-000277,МСТ-008,Уванас,СКВ-00277,2018-04-01,2018-04-12,482.5,484.6,11,ЗТР-04,550.08,641.27,91.19,2018,4,Q2,16.6,Транспорт и логистика
ОП-2018-000277,МСТ-008,Уванас,СКВ-00277,2018-04-01,2018-04-12,482.5,484.6,11,ЗТР-03,817.16,948.71,131.55,2018,4,Q2,16.1,Материалы и запчасти
ОП-2018-000223,МСТ-001,Инкай,СКВ-00223,2018-04-02,2018-04-15,491.8,534.8,13,ЗТР-04,1097.16,1277.53,180.37,2018,4,Q2,16.4,Транспорт и логистика
ОП-2018-000245,МСТ-004,Южный Инкай,СКВ-00245,2018-04-02,2018-04-19,743.6,720.0,17,ЗТР-08,478.78,562.05,83.27,2018,4,Q2,17.4,Охрана труда и ТБ
ОП-2018-000244,МСТ-004,Южный Инкай,СКВ-00244,2018-04-02,2018-04-22,844.3,869.7,20,ЗТР-04,2868.84,3358.1,489.26,2018,4,Q2,17.1,Транспорт и логистика
ОП-2018-000278,МСТ-009,Ирколь,СКВ-00278,2018-04-03,2018-04-18,526.8,539.6,15,ЗТР-03,785.83,923.95,138.12,2018,4,Q2,17.6,Материалы и запчасти
ОП-2018-000278,МСТ-009,Ирколь,СКВ-00278,2018-04-03,2018-04-18,526.8,539.6,15,ЗТР-05,934.05,1075.73,141.68,2018,4,Q2,15.2,Амортизация оборудования
ОП-2018-000237,МСТ-003,Акдала,СКВ-00237,2018-04-04,2018-04-19,831.9,873.0,15,ЗТР-07,854.28,1001.89,147.61,2018,4,Q2,17.3,Электроэнергия
ОП-2018-000237,МСТ-003,Акдала,СКВ-00237,2018-04-04,2018-04-19,831.9,873.0,15,ЗТР-05,1141.1,1323.66,182.56,2018,4,Q2,16.0,Амортизация оборудования
ОП-2018-000237,МСТ-003,Акдала,СКВ-00237,2018-04-04,2018-04-19,831.9,873.0,15,ЗТР-04,1171.14,1369.97,198.83,2018,4,Q2,17.0,Транспорт и логистика
ОП-2018-000273,МСТ-007,Канжуган,СКВ-00273,2018-04-04,2018-04-11,210.0,221.3,7,ЗТР-05,543.45,634.08,90.63,2018,4,Q2,16.7,Амортизация оборудования
ОП-2018-000283,МСТ-009,Ирколь,СКВ-00283,2018-04-04,2018-04-12,467.3,478.9,8,ЗТР-08,123.19,142.68,19.49,2018,4,Q2,15.8,Охрана труда и ТБ
ОП-2018-000272,МСТ-007,Канжуган,СКВ-00272,2018-04-06,2018-04-18,418.2,420.1,12,ЗТР-04,1522.02,1752.14,230.12,2018,4,Q2,15.1,Транспорт и логистика
ОП-2018-000272,МСТ-007,Канжуган,СКВ-00272,2018-04-06,2018-04-18,418.2,420.1,12,ЗТР-07,210.02,243.22,33.2,2018,4,Q2,15.8,Электроэнергия
ОП-2018-000272,МСТ-007,Канжуган,СКВ-00272,2018-04-06,2018-04-18,418.2,420.1,12,ЗТР-09,244.57,282.0,37.43,2018,4,Q2,15.3,Прочие расходы
ОП-2018-000291,МСТ-012,Заречное,СКВ-00291,2018-04-06,2018-04-22,648.9,648.8,16,ЗТР-05,1037.27,1204.35,167.08,2018,4,Q2,16.1,Амортизация оборудования
ОП-2018-000227,МСТ-001,Инкай,СКВ-00227,2018-04-06,2018-04-21,824.5,895.6,15,ЗТР-07,409.57,479.34,69.77,2018,4,Q2,17.0,Электроэнергия
ОП-2018-000227,МСТ-001,Инкай,СКВ-00227,2018-04-06,2018-04-21,824.5,895.6,15,ЗТР-06,3749.12,4389.75,640.63,2018,4,Q2,17.1,Подрядные работы
ОП-2018-000243,МСТ-004,Южный Инкай,СКВ-00243,2018-04-09,2018-04-18,500.4,458.4,9,ЗТР-05,1141.94,1324.97,183.03,2018,4,Q2,16.0,Амортизация оборудования
ОП-2018-000270,МСТ-007,Канжуган,СКВ-00270,2018-04-10,2018-04-21,594.8,593.9,11,ЗТР-01,2679.42,3119.28,439.86,2018,4,Q2,16.4,ГСМ и топливо
ОП-2018-000270,МСТ-007,Канжуган,СКВ-00270,2018-04-10,2018-04-21,594.8,593.9,11,ЗТР-08,251.37,292.21,40.84,2018,4,Q2,16.2,Охрана труда и ТБ
ОП-2018-000231,МСТ-003,Акдала,СКВ-00231,2018-04-10,2018-04-19,499.1,474.7,9,ЗТР-03,982.06,1140.14,158.08,2018,4,Q2,16.1,Материалы и запчасти
ОП-2018-000231,МСТ-003,Акдала,СКВ-00231,2018-04-10,2018-04-19,499.1,474.7,9,ЗТР-01,1451.6,1691.93,240.33,2018,4,Q2,16.6,ГСМ и топливо
ОП-2018-000293,МСТ-012,Заречное,СКВ-00293,2018-04-11,2018-04-21,403.9,446.3,10,ЗТР-01,680.55,795.83,115.28,2018,4,Q2,16.9,ГСМ и топливо
ОП-2018-000285,МСТ-011,Северный Харасан,СКВ-00285,2018-04-11,2018-04-23,461.8,449.6,12,ЗТР-08,393.01,460.35,67.34,2018,4,Q2,17.1,Охрана труда и ТБ
ОП-2018-000240,МСТ-003,Акдала,СКВ-00240,2018-04-12,2018-04-26,818.9,850.6,14,ЗТР-01,3751.83,4358.13,606.3,2018,4,Q2,16.2,ГСМ и топливо
ОП-2018-000240,МСТ-003,Акдала,СКВ-00240,2018-04-12,2018-04-26,818.9,850.6,14,ЗТР-06,3525.87,4130.74,604.87,2018,4,Q2,17.2,Подрядные работы
ОП-2018-000226,МСТ-001,Инкай,СКВ-00226,2018-04-13,2018-05-06,777.0,738.5,23,ЗТР-07,568.59,662.88,94.29,2018,4,Q2,16.6,Электроэнергия
ОП-2018-000252,МСТ-005,Харасан,СКВ-00252,2018-04-14,2018-05-01,538.8,586.5,17,ЗТР-06,2106.71,2472.58,365.87,2018,4,Q2,17.4,Подрядные работы
ОП-2018-000252,МСТ-005,Харасан,СКВ-00252,2018-04-14,2018-05-01,538.8,586.5,17,ЗТР-08,380.78,439.69,58.91,2018,4,Q2,15.5,Охрана труда и ТБ
ОП-2018-000228,МСТ-002,Буденовское,СКВ-00228,2018-04-14,2018-04-27,479.7,530.2,13,ЗТР-08,888.65,1028.72,140.07,2018,4,Q2,15.8,Охрана труда и ТБ
ОП-2018-000228,МСТ-002,Буденовское,СКВ-00228,2018-04-14,2018-04-27,479.7,530.2,13,ЗТР-03,622.5,727.03,104.53,2018,4,Q2,16.8,Материалы и запчасти
ОП-2018-000275,МСТ-008,Уванас,СКВ-00275,2018-04-14,2018-04-25,669.8,670.2,11,ЗТР-01,3615.62,4169.69,554.07,2018,4,Q2,15.3,ГСМ и топливо
ОП-2018-000254,МСТ-005,Харасан,СКВ-00254,2018-04-15,2018-04-25,475.2,502.9,10,ЗТР-06,775.61,900.62,125.01,2018,4,Q2,16.1,Подрядные работы
ОП-2018-000254,МСТ-005,Харасан,СКВ-00254,2018-04-15,2018-04-25,475.2,502.9,10,ЗТР-05,1092.77,1277.18,184.41,2018,4,Q2,16.9,Амортизация оборудования
ОП-2018-000256,МСТ-005,Харасан,СКВ-00256,2018-04-15,2018-04-27,539.0,569.4,12,ЗТР-07,1013.56,1180.18,166.62,2018,4,Q2,16.4,Электроэнергия
ОП-2018-000254,МСТ-005,Харасан,СКВ-00254,2018-04-15,2018-04-25,475.2,502.9,10,ЗТР-04,1141.11,1323.37,182.26,2018,4,Q2,16.0,Транспорт и логистика
ОП-2018-000292,МСТ-012,Заречное,СКВ-00292,2018-04-16,2018-04-28,787.8,766.8,12,ЗТР-02,5186.07,6013.06,826.99,2018,4,Q2,15.9,Заработная плата
ОП-2018-000292,МСТ-012,Заречное,СКВ-00292,2018-04-16,2018-04-28,787.8,766.8,12,ЗТР-04,1929.09,2222.02,292.93,2018,4,Q2,15.2,Транспорт и логистика
ОП-2018-000286,МСТ-011,Северный Харасан,СКВ-00286,2018-04-17,2018-04-29,485.6,508.3,12,ЗТР-06,935.85,1087.35,151.5,2018,4,Q2,16.2,Подрядные работы
ОП-2018-000289,МСТ-011,Северный Харасан,СКВ-00289,2018-04-18,2018-04-28,565.6,557.4,10,ЗТР-07,1215.99,1425.03,209.04,2018,4,Q2,17.2,Электроэнергия
ОП-2018-000280,МСТ-009,Ирколь,СКВ-00280,2018-04-18,2018-05-03,595.2,601.4,15,ЗТР-07,404.92,469.48,64.56,2018,4,Q2,15.9,Электроэнергия
ОП-2018-000287,МСТ-011,Северный Харасан,СКВ-00287,2018-04-18,2018-04-28,350.3,333.4,10,ЗТР-04,481.22,560.15,78.93,2018,4,Q2,16.4,Транспорт и логистика
ОП-2018-000289,МСТ-011,Северный Харасан,СКВ-00289,2018-04-18,2018-04-28,565.6,557.4,10,ЗТР-03,2755.2,3169.87,414.67,2018,4,Q2,15.1,Материалы и запчасти
ОП-2018-000289,МСТ-011,Северный Харасан,СКВ-00289,2018-04-18,2018-04-28,565.6,557.4,10,ЗТР-04,622.95,727.98,105.03,2018,4,Q2,16.9,Транспорт и логистика
ОП-2018-000259,МСТ-006,Мынкудук,СКВ-00259,2018-04-18,2018-04-27,600.4,586.2,9,ЗТР-08,342.26,394.94,52.68,2018,4,Q2,15.4,Охрана труда и ТБ
ОП-2018-000250,МСТ-005,Харасан,СКВ-00250,2018-04-19,2018-05-09,726.2,668.3,20,ЗТР-02,1575.52,1847.79,272.27,2018,4,Q2,17.3,Заработная плата
ОП-2018-000260,МСТ-006,Мынкудук,СКВ-00260,2018-04-19,2018-04-27,438.1,418.3,8,ЗТР-01,697.88,816.87,118.99,2018,4,Q2,17.1,ГСМ и топливо
ОП-2018-000250,МСТ-005,Харасан,СКВ-00250,2018-04-19,2018-05-09,726.2,668.3,20,ЗТР-09,382.89,450.31,67.42,2018,4,Q2,17.6,Прочие расходы
ОП-2018-000242,МСТ-004,Южный Инкай,СКВ-00242,2018-04-21,2018-05-05,643.1,639.0,14,ЗТР-07,1159.02,1356.66,197.64,2018,4,Q2,17.1,Электроэнергия
ОП-2018-000242,МСТ-004,Южный Инкай,СКВ-00242,2018-04-21,2018-05-05,643.1,639.0,14,ЗТР-09,98.64,113.77,15.13,2018,4,Q2,15.3,Прочие расходы
ОП-2018-000225,МСТ-001,Инкай,СКВ-00225,2018-04-21,2018-05-03,666.3,647.0,12,ЗТР-05,1402.49,1616.23,213.74,2018,4,Q2,15.2,Амортизация оборудования
ОП-2018-000242,МСТ-004,Южный Инкай,СКВ-00242,2018-04-21,2018-05-05,643.1,639.0,14,ЗТР-03,1255.29,1446.6,191.31,2018,4,Q2,15.2,Материалы и запчасти
ОП-2018-000249,МСТ-005,Харасан,СКВ-00249,2018-04-22,2018-05-04,418.8,414.0,12,ЗТР-01,2451.81,2832.02,380.21,2018,4,Q2,15.5,ГСМ и топливо
ОП-2018-000238,МСТ-003,Акдала,СКВ-00238,2018-04-22,2018-05-11,826.8,882.1,19,ЗТР-06,473.95,549.03,75.08,2018,4,Q2,15.8,Подрядные работы
ОП-2018-000222,МСТ-001,Инкай,СКВ-00222,2018-04-23,2018-05-08,572.4,626.9,15,ЗТР-06,1567.99,1818.15,250.16,2018,4,Q2,16.0,Подрядные работы
ОП-2018-000222,МСТ-001,Инкай,СКВ-00222,2018-04-23,2018-05-08,572.4,626.9,15,ЗТР-07,1208.29,1396.6,188.31,2018,4,Q2,15.6,Электроэнергия
ОП-2018-000229,МСТ-002,Буденовское,СКВ-00229,2018-04-23,2018-05-04,422.2,430.2,11,ЗТР-08,228.4,266.48,38.08,2018,4,Q2,16.7,Охрана труда и ТБ
ОП-2018-000222,МСТ-001,Инкай,СКВ-00222,2018-04-23,2018-05-08,572.4,626.9,15,ЗТР-01,2228.73,2587.5,358.77,2018,4,Q2,16.1,ГСМ и топливо
ОП-2018-000267,МСТ-006,Мынкудук,СКВ-00267,2018-04-24,2018-05-09,867.2,791.1,15,ЗТР-01,2037.29,2391.27,353.98,2018,4,Q2,17.4,ГСМ и топливо
ОП-2018-000248,МСТ-005,Харасан,СКВ-00248,2018-04-25,2018-05-07,633.7,592.1,12,ЗТР-01,1130.71,1318.81,188.1,2018,4,Q2,16.6,ГСМ и топливо
ОП-2018-000261,МСТ-006,Мынкудук,СКВ-00261,2018-04-25,2018-05-05,520.6,545.5,10,ЗТР-04,759.58,887.93,128.35,2018,4,Q2,16.9,Транспорт и логистика
ОП-2018-000253,МСТ-005,Харасан,СКВ-00253,2018-04-25,2018-05-07,498.6,488.6,12,ЗТР-02,1493.65,1742.37,248.72,2018,4,Q2,16.7,Заработная плата
ОП-2018-000253,МСТ-005,Харасан,СКВ-00253,2018-04-25,2018-05-07,498.6,488.6,12,ЗТР-01,1855.21,2164.67,309.46,2018,4,Q2,16.7,ГСМ и топливо
ОП-2018-000269,МСТ-007,Канжуган,СКВ-00269,2018-04-26,2018-05-02,235.7,252.7,6,ЗТР-03,880.94,1018.77,137.83,2018,4,Q2,15.6,Материалы и запчасти
ОП-2018-000269,МСТ-007,Канжуган,СКВ-00269,2018-04-26,2018-05-02,235.7,252.7,6,ЗТР-04,901.71,1044.32,142.61,2018,4,Q2,15.8,Транспорт и логистика
ОП-2018-000290,МСТ-012,Заречное,СКВ-00290,2018-04-26,2018-05-05,519.2,485.9,9,ЗТР-05,1020.13,1198.04,177.91,2018,4,Q2,17.4,Амортизация оборудования
ОП-2018-000297,МСТ-012,Заречное,СКВ-00297,2018-04-26,2018-05-14,712.5,686.9,18,ЗТР-09,410.64,478.0,67.36,2018,4,Q2,16.4,Прочие расходы
ОП-2018-000279,МСТ-009,Ирколь,СКВ-00279,2018-04-26,2018-05-06,669.2,608.5,10,ЗТР-09,88.79,102.88,14.09,2018,4,Q2,15.9,Прочие расходы
ОП-2018-000234,МСТ-003,Акдала,СКВ-00234,2018-04-26,2018-05-11,584.2,577.7,15,ЗТР-04,2944.86,3392.77,447.91,2018,4,Q2,15.2,Транспорт и логистика
ОП-2018-000224,МСТ-001,Инкай,СКВ-00224,2018-04-27,2018-05-11,588.7,619.6,14,ЗТР-06,2426.63,2818.49,391.86,2018,4,Q2,16.1,Подрядные работы
ОП-2018-000288,МСТ-011,Северный Харасан,СКВ-00288,2018-04-28,2018-05-05,314.7,336.4,7,ЗТР-07,590.74,690.75,100.01,2018,4,Q2,16.9,Электроэнергия
ОП-2018-000216,МСТ-001,Инкай,СКВ-00216,2018-04-28,2018-05-22,871.9,887.2,24,ЗТР-03,3410.89,3981.19,570.3,2018,4,Q2,16.7,Материалы и запчасти
ОП-2018-000274,МСТ-008,Уванас,СКВ-00274,2018-04-28,2018-05-08,430.3,402.9,10,ЗТР-04,954.68,1108.11,153.43,2018,4,Q2,16.1,Транспорт и логистика
ОП-2018-000284,МСТ-009,Ирколь,СКВ-00284,2018-04-28,2018-05-14,720.5,755.9,16,ЗТР-02,2906.69,3406.6,499.91,2018,4,Q2,17.2,Заработная плата
ОП-2018-000284,МСТ-009,Ирколь,СКВ-00284,2018-04-28,2018-05-14,720.5,755.9,16,ЗТР-04,552.44,649.89,97.45,2018,4,Q2,17.6,Транспорт и логистика
