номер_скважины,наименование_месторождения,глубина_факт_м,год,total_plan,total_fact,cost_per_meter,variance_pct,is_anomaly
СКВ-01332,Уванас,705.8,2019,14992.83,15927.31,22.57,6.2,False
СКВ-01333,Уванас,458.0,2019,7035.65,7312.929999999999,15.97,3.9,False
СКВ-01334,Уванас,688.1,2019,15522.66,16584.33,24.1,6.8,False
СКВ-01335,Уванас,715.3,2019,13520.09,14265.44,19.94,5.5,False
СКВ-01336,Уванас,719.2,2019,14253.42,15351.66,21.35,7.7,False
СКВ-01337,Ирколь,434.1,2019,8555.95,8870.98,20.44,3.7,False
СКВ-01338,Ирколь,548.2,2019,16571.58,17458.2,31.85,5.4,False
СКВ-01339,Ирколь,643.4,2019,14983.04,16004.18,24.87,6.8,False
СКВ-01340,Ирколь,873.7,2019,20278.2,21327.31,24.41,5.2,False
СКВ-01341,Ирколь,621.6,2019,13837.09,14779.12,23.78,6.8,False
СКВ-01342,Ирколь,519.7,2019,11668.81,12207.59,23.49,4.6,False
СКВ-01343,Ирколь,707.3,2019,15919.23,16540.07,23.38,3.9,False
СКВ-01344,Ирколь,663.5,2019,11431.43,12502.61,18.84,9.4,False
СКВ-01345,Ирколь,506.9,2019,10474.52,11083.18,21.86,5.8,False
СКВ-01346,Ирколь,635.5,2019,23056.59,23987.75,37.75,4.0,False
СКВ-01347,Северный Харасан,302.3,2019,5501.8099999999995,5955.13,19.7,8.2,False
СКВ-01348,Северный Харасан,363.3,2019,10430.44,10878.69,29.94,4.3,False
СКВ-01349,Заречное,860.2,2019,20314.059999999998,20962.18,24.37,3.2,False
СКВ-01350,Заречное,854.3,2019,21058.280000000002,22268.36,26.07,5.7,False
СКВ-01351,Заречное,749.1,2019,19207.129999999997,20540.35,27.42,6.9,False
СКВ-01352,Заречное,498.7,2019,11830.939999999999,12270.09,24.6,3.7,False
СКВ-01353,Заречное,510.1,2019,15662.89,16714.32,32.77,6.7,False
СКВ-01354,Заречное,855.3,2019,22026.73,23103.12,27.01,4.9,False
СКВ-01355,Заречное,462.0,2019,8796.77,9098.039999999999,19.69,3.4,False
СКВ-01356,Заречное,682.9,2019,13959.48,14310.0,20.95,2.5,False
СКВ-01357,Заречное,830.6,2019,17391.309999999998,18793.41,22.63,8.1,False
СКВ-01358,Инкай,823.0,2019,12321.789999999999,13150.56,15.98,6.7,False
СКВ-01359,Инкай,520.1,2019,12220.95,13104.07,25.2,7.2,False
СКВ-01360,Инкай,613.1,2019,11384.65,11466.130000000001,18.7,0.7,False
СКВ-01361,Инкай,765.0,2019,11897.8,12302.34,16.08,3.4,False
СКВ-01362,Инкай,779.0,2019,21895.94,22159.690000000002,28.45,1.2,False
СКВ-01363,Инкай,822.9,2019,18282.36,19018.59,23.11,4.0,False
СКВ-01364,Инкай,451.9,2019,7533.650000000001,7784.49,17.23,3.3,False
СКВ-01365,Инкай,733.3,2019,15501.53,15910.25,21.7,2.6,False
СКВ-01366,Инкай,701.9,2019,13124.65,13492.05,19.22,2.8,False
СКВ-01367,Инкай,615.0,2019,20782.89,20955.820000000003,34.07,0.8,False
СКВ-01368,Инкай,463.7,2019,10380.14,10869.19,23.44,4.7,False
СКВ-01369,Инкай,634.5,2019,10045.48,10551.63,16.63,5.0,False
СКВ-01370,Инкай,492.0,2019,15434.9,16187.36,32.9,4.9,False
СКВ-01371,Инкай,552.6,2019,12344.59,12964.7,23.46,5.0,False
СКВ-01372,Инкай,545.2,2019,12278.02,13098.82,24.03,6.7,False
СКВ-01373,Буденовское,467.3,2019,10240.55,10204.26,21.84,-0.4,False
СКВ-01374,Буденовское,408.4,2019,10616.28,11145.8,27.29,5.0,False
СКВ-01375,Буденовское,303.4,2019,10414.37,10835.7,35.71,4.0,False
СКВ-01376,Акдала,470.5,2019,9412.81,10129.14,21.53,7.6,False
СКВ-01377,Акдала,718.7,2019,17092.54,18570.84,25.84,8.6,False
СКВ-01378,Акдала,484.9,2019,12290.65,12559.57,25.9,2.2,False
СКВ-01379,Акдала,768.6,2019,16376.24,16925.739999999998,22.02,3.4,False
СКВ-01380,Акдала,735.4,2019,11540.75,12735.47,17.32,10.4,False
СКВ-01381,Акдала,522.3,2019,10571.09,10603.0,20.3,0.3,False
СКВ-01382,Акдала,428.3,2019,10037.22,10947.08,25.56,9.1,False
СКВ-01383,Акдала,715.7,2019,12758.29,12840.52,17.94,0.6,False
СКВ-01384,Акдала,516.9,2019,9196.09,9947.25,19.24,8.2,False
СКВ-01385,Акдала,492.2,2019,13065.14,13399.36,27.22,2.6,False
СКВ-01386,Южный Инкай,471.1,2019,13062.77,13828.279999999999,29.35,5.9,False
СКВ-01387,Южный Инкай,704.3,2019,15240.24,16429.0,23.33,7.8,False
СКВ-01388,Южный Инкай,648.5,2019,14602.51,15670.96,24.16,7.3,False
СКВ-01389,Южный Инкай,784.9,2019,19374.88,20569.83,26.21,6.2,False
СКВ-01390,Южный Инкай,815.5,2019,20323.739999999998,21932.83,26.89,7.9,False
СКВ-01391,Южный Инкай,659.6,2019,13307.98,13864.92,21.02,4.2,False
СКВ-01392,Южный Инкай,632.1,2019,12130.57,13273.09,21.0,9.4,False
СКВ-01393,Южный Инкай,470.3,2019,9147.36,9517.039999999999,20.24,4.0,False
СКВ-01394,Южный Инкай,732.0,2019,11076.94,11576.720000000001,15.82,4.5,False
СКВ-01395,Южный Инкай,410.0,2019,8144.17,8345.93,20.36,2.5,False
СКВ-01396,Харасан,689.8,2019,12312.45,12693.05,18.4,3.1,False
СКВ-01397,Харасан,585.3,2019,14234.05,15298.98,26.14,7.5,False
СКВ-01398,Харасан,699.4,2019,15142.35,16301.75,23.31,7.7,False
СКВ-01399,Харасан,631.0,2019,15206.36,16351.75,25.91,7.5,False
СКВ-01400,Харасан,777.1,2019,15855.21,16797.73,21.62,5.9,False
СКВ-01401,Харасан,617.9,2019,13032.77,13646.48,22.09,4.7,False
СКВ-01402,Харасан,524.9,2019,11321.42,11814.9,22.51,4.4,False
СКВ-01403,Харасан,402.1,2019,10018.53,10127.72,25.19,1.1,False
СКВ-01404,Харасан,593.6,2019,12788.44,13786.25,23.22,7.8,False
СКВ-01405,Харасан,458.8,2019,10434.51,10777.89,23.49,3.3,False
СКВ-01406,Харасан,414.5,2019,7755.78,7895.61,19.05,1.8,False
СКВ-01407,Мынкудук,726.6,2019,12270.35,12821.210000000001,17.65,4.5,False
СКВ-01408,Мынкудук,649.8,2019,15360.880000000001,16332.38,25.13,6.3,False
СКВ-01409,Мынкудук,599.0,2019,11466.69,12183.24,20.34,6.2,False
СКВ-01410,Мынкудук,619.8,2019,13517.05,14726.859999999999,23.76,9.0,False
СКВ-01411,Мынкудук,714.8,2019,16488.93,17070.92,23.88,3.5,False
СКВ-01412,Мынкудук,798.9,2019,14873.74,15293.92,19.14,2.8,False
СКВ-01413,Мынкудук,669.2,2019,15257.89,16925.95,25.29,10.9,False
СКВ-01414,Мынкудук,702.9,2019,10787.869999999999,12172.390000000001,17.32,12.8,False
СКВ-01415,Мынкудук,776.8,2019,16576.739999999998,17260.09,22.22,4.1,False
СКВ-01416,Мынкудук,636.2,2019,19131.56,19792.24,31.11,3.5,False
СКВ-01417,Канжуган,365.8,2019,9847.16,10317.31,28.2,4.8,False
СКВ-01418,Канжуган,366.7,2019,11206.98,12071.67,32.92,7.7,False
СКВ-01419,Уванас,601.3,2019,12838.35,13198.41,21.95,2.8,False
СКВ-01420,Уванас,408.5,2019,13612.25,14172.9,34.69,4.1,False
СКВ-01421,Уванас,508.4,2019,15294.470000000001,15664.27,30.81,2.4,False
СКВ-01422,Уванас,729.0,2019,16604.170000000002,16992.39,23.31,2.3,False
СКВ-01423,Уванас,561.5,2019,12851.69,13335.25,23.75,3.8,False
СКВ-01424,Уванас,451.1,2019,10165.16,10688.18,23.69,5.1,False
СКВ-01425,Уванас,435.8,2019,8985.25,9379.65,21.52,4.4,False
СКВ-01426,Ирколь,687.8,2019,17740.32,18262.4,26.55,2.9,False
СКВ-01427,Ирколь,412.3,2019,7178.9,7666.24,18.59,6.8,False
СКВ-01428,Ирколь,744.8,2019,15851.369999999999,17146.4,23.02,8.2,False
СКВ-01429,Ирколь,665.8,2019,12890.56,13343.77,20.04,3.5,False
СКВ-01430,Ирколь,807.4,2019,16172.66,16601.03,20.56,2.6,False
СКВ-01431,Ирколь,579.4,2019,8910.24,9337.15,16.12,4.8,False
СКВ-01432,Ирколь,660.2,2019,15099.95,16127.23,24.43,6.8,False
СКВ-01433,Ирколь,649.5,2019,9814.74,10246.36,15.78,4.4,False
СКВ-01434,Северный Харасан,470.5,2019,7773.7,7841.049999999999,16.67,0.9,False
СКВ-01435,Северный Харасан,423.9,2019,10717.23,11243.31,26.52,4.9,False
СКВ-01436,Заречное,739.0,2019,13054.84,13879.97,18.78,6.3,False
СКВ-01437,Заречное,775.1,2019,12768.119999999999,13269.630000000001,17.12,3.9,False
СКВ-01438,Заречное,618.4,2019,9743.39,10653.91,17.23,9.3,False
СКВ-01439,Заречное,590.8,2019,11475.64,11808.96,19.99,2.9,False
СКВ-01440,Заречное,841.2,2019,23871.65,25244.35,30.01,5.8,False
СКВ-01441,Заречное,724.3,2019,15466.619999999999,16705.59,23.06,8.0,False
СКВ-01442,Инкай,600.7,2019,14644.74,15067.949999999999,25.08,2.9,False
СКВ-01443,Инкай,838.2,2019,13452.42,14400.45,17.18,7.0,False
СКВ-01444,Инкай,697.0,2019,12858.89,13776.289999999999,19.77,7.1,False
СКВ-01445,Инкай,876.9,2019,16246.23,16821.43,19.18,3.5,False
СКВ-01446,Инкай,665.8,2019,12869.0,14224.28,21.36,10.5,False
СКВ-01447,Инкай,698.5,2019,14328.34,15078.34,21.59,5.2,False
СКВ-01448,Инкай,577.8,2019,12409.65,12899.21,22.32,3.9,False
СКВ-01449,Инкай,520.7,2019,22074.36,22412.66,43.04,1.5,False
СКВ-01450,Инкай,795.6,2019,18008.16,18827.16,23.66,4.5,False
СКВ-01451,Инкай,761.1,2019,14474.61,14969.13,19.67,3.4,False
СКВ-01452,Инкай,507.4,2019,10694.73,11542.220000000001,22.75,7.9,False
СКВ-01453,Инкай,807.7,2019,18402.56,19809.88,24.53,7.6,False
СКВ-01454,Буденовское,533.5,2019,12193.210000000001,12687.26,23.78,4.1,False
СКВ-01455,Буденовское,446.5,2019,9653.93,10136.76,22.7,5.0,False
СКВ-01456,Буденовское,366.5,2019,6849.97,7246.54,19.77,5.8,False
СКВ-01457,Буденовское,528.5,2019,13022.039999999999,13867.31,26.24,6.5,False
СКВ-01458,Буденовское,311.9,2019,6985.78,7449.51,23.88,6.6,False
СКВ-01459,Акдала,495.7,2019,8705.87,8674.75,17.5,-0.4,False
СКВ-01460,Акдала,554.4,2019,9683.57,10122.81,18.26,4.5,False
СКВ-01461,Акдала,721.0,2019,12689.67,13548.1,18.79,6.8,False
СКВ-01462,Акдала,462.0,2019,11552.7,12012.27,26.0,4.0,False
СКВ-01463,Акдала,716.3,2019,14038.19,15415.73,21.52,9.8,False
СКВ-01464,Акдала,403.5,2019,8684.79,9232.199999999999,22.88,6.3,False
СКВ-01465,Акдала,794.4,2019,20333.77,21108.170000000002,26.57,3.8,False
СКВ-01466,Акдала,527.0,2019,11940.81,11666.2,22.14,-2.3,False
СКВ-01467,Акдала,851.4,2019,16886.98,18306.67,21.5,8.4,False
СКВ-01468,Акдала,881.8,2019,15702.369999999999,16545.38,18.76,5.4,False
СКВ-01469,Южный Инкай,662.1,2019,16250.14,17269.989999999998,26.08,6.3,False
СКВ-01470,Южный Инкай,506.6,2019,11515.5,11755.59,23.2,2.1,False
СКВ-01471,Южный Инкай,440.3,2019,7529.65,8297.85,18.85,10.2,False
СКВ-01472,Южный Инкай,576.2,2019,12127.119999999999,12455.95,21.62,2.7,False
СКВ-01473,Южный Инкай,761.2,2019,11668.89,12608.77,16.56,8.1,False
СКВ-01474,Южный Инкай,620.8,2019,10245.16,10920.48,17.59,6.6,False
СКВ-01475,Южный Инкай,690.3,2019,15746.92,16310.25,23.63,3.6,False
СКВ-01476,Южный Инкай,894.7,2019,22426.350000000002,22803.76,25.49,1.7,False
СКВ-01477,Южный Инкай,432.2,2019,8586.51,9161.21,21.2,6.7,False
СКВ-01478,Южный Инкай,647.2,2019,15514.5,16521.68,25.53,6.5,False
СКВ-01479,Харасан,775.6,2019,16203.119999999999,16551.87,21.34,2.2,False
СКВ-01480,Харасан,451.8,2019,8800.33,9209.61,20.38,4.7,False
СКВ-01481,Харасан,432.1,2019,9409.27,10104.67,23.39,7.4,False
СКВ-01482,Харасан,421.4,2019,9471.33,9790.2,23.23,3.4,False
СКВ-01483,Харасан,763.2,2019,16199.83,16831.93,22.05,3.9,False
СКВ-01484,Харасан,637.7,2019,10131.56,10800.41,16.94,6.6,False
СКВ-01485,Харасан,894.7,2019,15739.25,16831.91,18.81,6.9,False
СКВ-01486,Харасан,775.5,2019,18325.17,19188.44,24.74,4.7,False
СКВ-01487,Мынкудук,482.5,2019,7849.28,8437.37,17.49,7.5,False
СКВ-01488,Мынкудук,539.9,2019,16389.55,17375.25,32.18,6.0,False
СКВ-01489,Мынкудук,798.9,2019,12760.13,13787.26,17.26,8.0,False
СКВ-01490,Мынкудук,577.1,2019,12688.14,13624.84,23.61,7.4,False
СКВ-01491,Мынкудук,501.0,2019,10604.33,11101.16,22.16,4.7,False
СКВ-01492,Мынкудук,876.9,2019,18941.91,20051.34,22.87,5.9,False
СКВ-01493,Мынкудук,463.9,2019,8761.52,9270.99,19.98,5.8,False
СКВ-01494,Мынкудук,614.1,2019,13183.43,13996.66,22.79,6.2,False
СКВ-01495,Мынкудук,623.8,2019,17133.53,18112.239999999998,29.04,5.7,False
СКВ-01496,Мынкудук,468.7,2019,9541.32,10211.33,21.79,7.0,False
СКВ-01497,Мынкудук,865.1,2019,15356.15,15955.59,18.44,3.9,False
СКВ-01498,Мынкудук,795.6,2019,14854.17,15639.48,19.66,5.3,False
СКВ-01499,Мынкудук,835.4,2019,14162.12,15268.51,18.28,7.8,False
СКВ-01500,Канжуган,544.5,2019,9756.18,10627.77,19.52,8.9,False
СКВ-01501,Канжуган,525.5,2019,14593.960000000001,15238.56,29.0,4.4,False
СКВ-01502,Канжуган,543.1,2019,12760.82,12972.69,23.89,1.7,False
СКВ-01503,Канжуган,393.0,2019,9486.47,9900.69,25.19,4.4,False
СКВ-01504,Уванас,452.9,2019,9517.15,9727.99,21.48,2.2,False
СКВ-01505,Уванас,649.5,2019,14639.79,16019.29,24.66,9.4,False
СКВ-01506,Уванас,638.0,2019,11521.93,12099.45,18.96,5.0,False
СКВ-01507,Уванас,712.2,2019,16107.740000000002,16462.1,23.11,2.2,False
СКВ-01508,Уванас,641.2,2019,22555.79,24027.53,37.47,6.5,False
СКВ-01509,Ирколь,447.4,2019,8669.25,9321.39,20.83,7.5,False
СКВ-01510,Ирколь,446.6,2019,7336.400000000001,7939.04,17.78,8.2,False
СКВ-01511,Ирколь,853.5,2019,18068.27,18743.16,21.96,3.7,False
СКВ-01512,Ирколь,716.0,2019,11318.15,11672.09,16.3,3.1,False
СКВ-01513,Ирколь,809.2,2019,15497.42,16636.7,20.56,7.4,False
СКВ-01514,Ирколь,848.5,2019,20003.81,21469.66,25.3,7.3,False
СКВ-01515,Ирколь,560.6,2019,11407.41,12104.48,21.59,6.1,False
СКВ-01516,Ирколь,702.9,2019,12072.210000000001,12462.96,17.73,3.2,False
СКВ-01517,Ирколь,855.5,2019,14862.5,16025.89,18.73,7.8,False
СКВ-01518,Жалпак,582.2,2019,11993.54,12692.94,21.8,5.8,False
СКВ-01519,Северный Харасан,308.9,2019,5447.33,5940.650000000001,19.23,9.1,False
СКВ-01520,Северный Харасан,305.8,2019,6235.26,6828.110000000001,22.33,9.5,False
СКВ-01521,Северный Харасан,365.3,2019,8090.65,8514.84,23.31,5.2,False
СКВ-01522,Северный Харасан,584.8,2019,12875.78,13528.12,23.13,5.1,False
СКВ-01523,Северный Харасан,332.2,2019,9254.619999999999,9928.189999999999,29.89,7.3,False
СКВ-01524,Заречное,757.3,2019,15852.529999999999,17380.91,22.95,9.6,False
СКВ-01525,Заречное,842.1,2019,18642.34,20044.690000000002,23.8,7.5,False
СКВ-01526,Заречное,419.9,2019,11232.67,11845.34,28.21,5.5,False
СКВ-01527,Заречное,435.5,2019,7501.150000000001,7975.74,18.31,6.3,False
СКВ-01528,Заречное,528.2,2019,15212.15,15512.970000000001,29.37,2.0,False
СКВ-01529,Инкай,511.6,2019,8549.78,8714.02,17.03,1.9,False
СКВ-01530,Инкай,832.8,2019,13218.82,14795.24,17.77,11.9,False
СКВ-01531,Инкай,849.4,2019,16537.19,17308.59,20.38,4.7,False
СКВ-01532,Инкай,747.5,2019,12922.619999999999,14479.33,19.37,12.0,False
СКВ-01533,Инкай,803.4,2019,22327.17,23366.58,29.08,4.7,False
СКВ-01534,Инкай,442.8,2019,10143.29,10758.67,24.3,6.1,False
СКВ-01535,Инкай,832.7,2019,15031.02,16238.699999999999,19.5,8.0,False
СКВ-01536,Инкай,725.9,2019,12993.33,14131.25,19.47,8.8,False
СКВ-01537,Буденовское,403.9,2019,11333.63,12011.23,29.74,6.0,False
СКВ-01538,Буденовское,288.0,2019,8304.65,8286.87,28.77,-0.2,False
СКВ-01539,Буденовское,383.0,2019,8199.68,8443.18,22.04,3.0,False
СКВ-01540,Буденовское,314.8,2019,7065.58,7588.389999999999,24.11,7.4,False
СКВ-01541,Акдала,578.0,2019,10843.08,11529.74,19.95,6.3,False
СКВ-01542,Акдала,786.0,2019,18788.88,19086.31,24.28,1.6,False
СКВ-01543,Акдала,751.7,2019,12848.25,14307.919999999998,19.03,11.4,False
СКВ-01544,Акдала,872.4,2019,17595.31,18630.96,21.36,5.9,False
СКВ-01545,Акдала,525.7,2019,9699.46,10816.960000000001,20.58,11.5,False
СКВ-01546,Акдала,601.3,2019,13276.23,14069.51,23.4,6.0,False
СКВ-01547,Акдала,725.4,2019,13908.48,14869.72,20.5,6.9,False
СКВ-01548,Акдала,579.3,2019,14115.380000000001,14813.64,25.57,4.9,False
СКВ-01549,Южный Инкай,458.6,2019,12240.87,13056.72,28.47,6.7,False
СКВ-01550,Южный Инкай,456.4,2019,10130.28,10796.41,23.66,6.6,False
СКВ-01551,Южный Инкай,825.4,2019,17973.32,19120.78,23.17,6.4,False
СКВ-01552,Южный Инкай,540.1,2019,14565.800000000001,15636.48,28.95,7.4,False
СКВ-01553,Южный Инкай,578.6,2019,11141.92,11640.26,20.12,4.5,False
СКВ-01554,Харасан,862.9,2019,24295.8,25547.9,29.61,5.2,False
СКВ-01555,Харасан,574.7,2019,13426.59,14026.19,24.41,4.5,False
СКВ-01556,Харасан,792.9,2019,16671.850000000002,17857.32,22.52,7.1,False
СКВ-01557,Харасан,845.3,2019,14954.3,15835.689999999999,18.73,5.9,False
СКВ-01558,Харасан,447.1,2019,8140.58,8851.289999999999,19.8,8.7,False
СКВ-01559,Харасан,794.5,2019,15603.13,16583.84,20.87,6.3,False
СКВ-01560,Харасан,595.7,2019,13901.94,14507.640000000001,24.35,4.4,False
СКВ-01561,Харасан,779.1,2019,19298.82,20319.88,26.08,5.3,False
СКВ-01562,Харасан,875.8,2019,17013.21,17608.440000000002,20.11,3.5,False
СКВ-01563,Мынкудук,631.6,2019,13416.73,14022.949999999999,22.2,4.5,False
СКВ-01564,Мынкудук,548.3,2019,13743.710000000001,14496.8,26.44,5.5,False
СКВ-01565,Мынкудук,666.4,2019,21576.62,23127.3,34.7,7.2,False
СКВ-01566,Мынкудук,759.0,2019,17217.5,18200.32,23.98,5.7,False
СКВ-01567,Мынкудук,889.9,2019,22469.079999999998,23235.03,26.11,3.4,False
СКВ-01568,Мынкудук,403.3,2019,6862.429999999999,7129.3,17.68,3.9,False
СКВ-01569,Мынкудук,824.0,2019,18117.66,18618.17,22.59,2.8,False
СКВ-01570,Мынкудук,680.8,2019,13799.69,14014.17,20.58,1.6,False
СКВ-01571,Мынкудук,709.7,2019,17487.59,18407.87,25.94,5.3,False
СКВ-01572,Мынкудук,471.0,2019,14991.76,15449.130000000001,32.8,3.1,False
СКВ-01573,Мынкудук,844.3,2019,17052.760000000002,17645.97,20.9,3.5,False
СКВ-01574,Мынкудук,693.7,2019,14425.94,14892.9,21.47,3.2,False
СКВ-01575,Мынкудук,822.6,2019,14322.37,15547.380000000001,18.9,8.6,False
СКВ-01576,Канжуган,393.4,2019,12603.32,13083.8,33.26,3.8,False
СКВ-01577,Канжуган,297.1,2019,7907.51,8474.84,28.53,7.2,False
СКВ-01578,Канжуган,458.8,2019,9315.95,9578.75,20.88,2.8,False
СКВ-01579,Канжуган,573.0,2019,14174.69,14897.400000000001,26.0,5.1,False
СКВ-01580,Уванас,842.5,2019,24446.449999999997,25367.33,30.11,3.8,False
СКВ-01581,Уванас,572.8,2019,10309.64,10994.470000000001,19.19,6.6,False
СКВ-01582,Уванас,714.9,2019,14069.85,14849.630000000001,20.77,5.5,False
СКВ-01583,Уванас,821.4,2019,16567.69,17653.76,21.49,6.6,False
СКВ-01584,Ирколь,635.4,2019,14287.14,14548.039999999999,22.9,1.8,False
СКВ-01585,Ирколь,764.0,2019,13004.46,13473.18,17.64,3.6,False
СКВ-01586,Ирколь,630.8,2019,10979.44,11894.9,18.86,8.3,False
СКВ-01587,Ирколь,807.4,2019,21882.670000000002,22919.9,28.39,4.7,False
СКВ-01588,Ирколь,454.4,2019,11467.01,12018.16,26.45,4.8,False
СКВ-01589,Ирколь,816.9,2019,15543.33,15690.66,19.21,0.9,False
СКВ-01590,Ирколь,636.3,2019,13240.300000000001,14246.14,22.39,7.6,False
СКВ-01591,Ирколь,615.6,2019,13405.64,14092.800000000001,22.89,5.1,False
СКВ-01592,Северный Харасан,526.5,2019,11891.54,12574.42,23.88,5.7,False
СКВ-01593,Северный Харасан,583.3,2019,14460.5,15685.28,26.89,8.5,False
СКВ-01594,Северный Харасан,525.4,2019,11447.21,12043.04,22.92,5.2,False
СКВ-01595,Северный Харасан,503.3,2019,12639.44,12769.64,25.37,1.0,False
СКВ-01596,Заречное,814.8,2019,17053.63,17158.66,21.06,0.6,False
СКВ-01597,Заречное,635.2,2019,12356.2,13335.1,20.99,7.9,False
СКВ-01598,Заречное,410.0,2019,8417.14,8978.7,21.9,6.7,False
СКВ-01599,Заречное,611.8,2019,17699.52,18100.71,29.59,2.3,False
СКВ-01600,Заречное,667.0,2019,14285.17,14526.119999999999,21.78,1.7,False
СКВ-01601,Заречное,439.6,2019,8012.96,8203.68,18.66,2.4,False
СКВ-01602,Заречное,467.9,2019,8575.36,9050.64,19.34,5.5,False
СКВ-01603,Заречное,459.1,2019,9600.52,10315.51,22.47,7.4,False
СКВ-01604,Инкай,453.2,2019,11599.26,12124.380000000001,26.75,4.5,False
СКВ-01605,Инкай,565.2,2019,15744.259999999998,16329.47,28.89,3.7,False
СКВ-01606,Инкай,843.0,2019,16877.62,17705.57,21.0,4.9,False
СКВ-01607,Инкай,555.5,2019,16073.41,17827.25,32.09,10.9,False
СКВ-01608,Инкай,543.8,2019,10943.02,11259.07,20.7,2.9,False
СКВ-01609,Инкай,647.8,2019,14689.48,15600.7,24.08,6.2,False
СКВ-01610,Инкай,517.7,2019,10169.93,10465.400000000001,20.22,2.9,False
СКВ-01611,Инкай,807.1,2019,11787.83,12299.89,15.24,4.3,False
СКВ-01612,Инкай,730.6,2019,21365.019999999997,22769.46,31.17,6.6,False
СКВ-01613,Инкай,859.5,2019,20329.53,21083.33,24.53,3.7,False
СКВ-01614,Инкай,777.9,2019,19720.12,21399.65,27.51,8.5,False
СКВ-01615,Инкай,451.3,2019,8444.86,8821.78,19.55,4.5,False
СКВ-01616,Буденовское,588.6,2019,13615.29,15111.98,25.67,11.0,False
СКВ-01617,Буденовское,487.0,2019,11194.5,11907.11,24.45,6.4,False
СКВ-01618,Буденовское,238.3,2019,5805.05,6223.45,26.12,7.2,False
СКВ-01619,Акдала,702.5,2019,14599.78,15066.5,21.45,3.2,False
СКВ-01620,Акдала,832.2,2019,14995.050000000001,15957.98,19.18,6.4,False
СКВ-01621,Акдала,565.0,2019,12142.84,13019.58,23.04,7.2,False
СКВ-01622,Акдала,591.4,2019,12088.880000000001,12534.5,21.19,3.7,False
СКВ-01623,Акдала,439.1,2019,10214.73,10591.68,24.12,3.7,False
СКВ-01624,Акдала,704.4,2019,12964.76,13911.720000000001,19.75,7.3,False
СКВ-01625,Южный Инкай,781.0,2019,14870.51,15404.89,19.72,3.6,False
СКВ-01626,Южный Инкай,884.0,2019,22082.95,23685.47,26.79,7.3,False
СКВ-01627,Южный Инкай,530.8,2019,11880.43,12603.28,23.74,6.1,False
СКВ-01628,Южный Инкай,732.7,2019,12254.69,12794.12,17.46,4.4,False
СКВ-01629,Южный Инкай,740.3,2019,14566.41,15119.460000000001,20.42,3.8,False
СКВ-01630,Южный Инкай,833.8,2019,22563.1,22645.03,27.16,0.4,False
СКВ-01631,Южный Инкай,589.5,2019,14666.470000000001,15430.72,26.18,5.2,False
СКВ-01632,Южный Инкай,467.3,2019,11585.46,11875.55,25.41,2.5,False
СКВ-01633,Южный Инкай,413.4,2019,8653.83,9035.060000000001,21.86,4.4,False
СКВ-01634,Южный Инкай,488.5,2019,10075.39,10124.04,20.72,0.5,False
СКВ-01635,Харасан,616.9,2019,13382.51,14680.02,23.8,9.7,False
СКВ-01636,Харасан,558.3,2019,10137.65,10893.19,19.51,7.5,False
СКВ-01637,Харасан,581.5,2019,9559.32,10545.61,18.14,10.3,False
СКВ-01638,Харасан,838.6,2019,21978.06,23167.0,27.63,5.4,False
СКВ-01639,Харасан,407.2,2019,12435.37,12514.07,30.73,0.6,False
СКВ-01640,Харасан,813.2,2019,18338.29,19908.88,24.48,8.6,False
СКВ-01641,Харасан,400.5,2019,7169.05,7562.9,18.88,5.5,False
СКВ-01642,Харасан,860.5,2019,18571.84,19571.39,22.74,5.4,False
СКВ-01643,Харасан,568.7,2019,14107.49,15969.24,28.08,13.2,False
СКВ-01644,Мынкудук,710.3,2019,15156.869999999999,16258.449999999999,22.89,7.3,False
СКВ-01645,Мынкудук,722.0,2019,18086.84,18409.23,25.5,1.8,False
СКВ-01646,Мынкудук,683.9,2019,11006.0,12249.51,17.91,11.3,False
СКВ-01647,Мынкудук,455.3,2019,10747.2,11401.99,25.04,6.1,False
СКВ-01648,Мынкудук,519.4,2019,10702.869999999999,10939.630000000001,21.06,2.2,False
СКВ-01649,Мынкудук,517.6,2019,10257.81,11102.14,21.45,8.2,False
СКВ-01650,Мынкудук,624.7,2019,15549.94,16300.599999999999,26.09,4.8,False
СКВ-01651,Мынкудук,898.0,2019,22199.37,23891.97,26.61,7.6,False
СКВ-01652,Канжуган,217.4,2019,6281.85,6509.53,29.94,3.6,False
СКВ-01653,Канжуган,333.6,2019,8431.8,9191.61,27.55,9.0,False
СКВ-01654,Канжуган,416.4,2019,10010.99,10398.61,24.97,3.9,False
СКВ-01655,Уванас,570.0,2019,10696.44,11272.88,19.78,5.4,False
СКВ-01656,Уванас,643.3,2019,12610.18,13456.119999999999,20.92,6.7,False
СКВ-01657,Уванас,472.0,2019,10775.84,11578.46,24.53,7.4,False
СКВ-01658,Уванас,443.3,2019,12267.51,12613.18,28.45,2.8,False
СКВ-01659,Уванас,674.2,2019,16208.529999999999,16627.65,24.66,2.6,False
СКВ-01660,Уванас,672.1,2019,14187.34,15225.119999999999,22.65,7.3,False
СКВ-01661,Уванас,489.0,2019,12543.18,13078.630000000001,26.75,4.3,False
СКВ-01662,Ирколь,663.1,2019,17397.08,17951.95,27.07,3.2,False
СКВ-01663,Ирколь,870.5,2019,19024.37,20184.829999999998,23.19,6.1,False
СКВ-01664,Ирколь,873.7,2019,20441.91,21189.77,24.25,3.7,False
